[DEBUG] 2021-03-23 22:17:14.023 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-03-23 22:17:14.035 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-03-23 22:17:14.040 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-03-23 22:17:14.224 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-03-23 22:17:14.228 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-03-23 22:17:14.646 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-03-23 22:17:14.647 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-03-23 22:17:14.656 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-03-23 22:17:15.222 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-03-23 22:17:15.274 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-03-23 22:17:15.277 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2021-03-23 22:17:15.609 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@55e42449
[DEBUG] 2021-03-23 22:17:15.610 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@55e42449
[DEBUG] 2021-03-23 22:17:15.611 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@561b61ed
[DEBUG] 2021-03-23 22:17:15.612 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@561b61ed
[DEBUG] 2021-03-23 22:17:15.612 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@561b61ed
[DEBUG] 2021-03-23 22:17:15.614 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@77774571
[DEBUG] 2021-03-23 22:17:15.615 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@2f1d0bbc
[DEBUG] 2021-03-23 22:17:15.617 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@59dc36d4
[DEBUG] 2021-03-23 22:17:15.617 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@59dc36d4
[DEBUG] 2021-03-23 22:17:15.618 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@59dc36d4
[DEBUG] 2021-03-23 22:17:15.619 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@3ee0b4f7
[DEBUG] 2021-03-23 22:17:15.620 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@3ee0b4f7
[DEBUG] 2021-03-23 22:17:15.620 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@3ee0b4f7
[DEBUG] 2021-03-23 22:17:15.639 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@77bbadc
[DEBUG] 2021-03-23 22:17:15.641 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@25ad4f71
[DEBUG] 2021-03-23 22:17:15.643 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@a92be4f
[DEBUG] 2021-03-23 22:17:15.644 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@a92be4f
[DEBUG] 2021-03-23 22:17:15.644 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@4da6d664
[DEBUG] 2021-03-23 22:17:15.646 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@7baf1f5a
[DEBUG] 2021-03-23 22:17:15.647 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@7baf1f5a
[DEBUG] 2021-03-23 22:17:15.650 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@5f0f9947
[DEBUG] 2021-03-23 22:17:15.650 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@5f0f9947
[DEBUG] 2021-03-23 22:17:15.651 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@799ed4e8
[DEBUG] 2021-03-23 22:17:15.652 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@44536de4
[DEBUG] 2021-03-23 22:17:15.656 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@712cfb63
[DEBUG] 2021-03-23 22:17:15.665 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@2f2bff16
[DEBUG] 2021-03-23 22:17:15.665 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@2f2bff16
[DEBUG] 2021-03-23 22:17:15.666 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@59cda16e
[DEBUG] 2021-03-23 22:17:15.666 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@5dd903be
[DEBUG] 2021-03-23 22:17:15.666 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@12e0f1cb
[DEBUG] 2021-03-23 22:17:15.666 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@4a163575
[DEBUG] 2021-03-23 22:17:15.667 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@7e642b88
[DEBUG] 2021-03-23 22:17:15.667 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@6b350309
[DEBUG] 2021-03-23 22:17:15.667 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@7ecec90d
[DEBUG] 2021-03-23 22:17:15.667 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@588f63c
[DEBUG] 2021-03-23 22:17:15.729 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2021-03-23 22:17:15.731 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2021-03-23 22:17:15.732 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2021-03-23 22:17:15.732 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2021-03-23 22:17:15.734 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2021-03-23 22:17:15.736 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2021-03-23 22:17:15.737 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2021-03-23 22:17:15.741 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2021-03-23 22:17:15.742 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2021-03-23 22:17:15.743 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2021-03-23 22:17:15.744 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2021-03-23 22:17:15.745 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2021-03-23 22:17:15.745 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2021-03-23 22:17:15.753 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2021-03-23 22:17:15.764 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/test_plant_collector
[INFO ] 2021-03-23 22:17:15.764 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2021-03-23 22:17:15.765 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2021-03-23 22:17:16.061 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2021-03-23 22:17:16.305 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.22
      major : 8
      minor : 0
[DEBUG] 2021-03-23 22:17:16.306 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2021-03-23 22:17:16.306 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2021-03-23 22:17:16.381 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2021-03-23 22:17:16.416 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2021-03-23 22:17:16.469 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2021-03-23 22:17:16.587 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2021-03-23 22:17:16.596 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@939ff41] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@6e0e5dec]
[DEBUG] 2021-03-23 22:17:16.718 [main] AnnotationBinder - Binding entity from annotated class: com.acuster.entity.User
[DEBUG] 2021-03-23 22:17:16.767 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2021-03-23 22:17:16.781 [main] EntityBinder - Import with entity name User
[DEBUG] 2021-03-23 22:17:16.786 [main] EntityBinder - Bind entity com.acuster.entity.User on table user
[DEBUG] 2021-03-23 22:17:16.835 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-03-23 22:17:16.840 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2021-03-23 22:17:16.844 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.acuster.entity.User:id]
[DEBUG] 2021-03-23 22:17:16.850 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2021-03-23 22:17:16.854 [main] PropertyBinder - Building property id
[DEBUG] 2021-03-23 22:17:16.863 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2021-03-23 22:17:16.866 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=date_of_birth, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-03-23 22:17:16.867 [main] PropertyBinder - MetadataSourceProcessor property dateOfBirth with lazy=false
[DEBUG] 2021-03-23 22:17:16.868 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.acuster.entity.User:dateOfBirth]
[DEBUG] 2021-03-23 22:17:16.869 [main] SimpleValueBinder - building SimpleValue for dateOfBirth
[DEBUG] 2021-03-23 22:17:16.869 [main] PropertyBinder - Building property dateOfBirth
[DEBUG] 2021-03-23 22:17:16.870 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=first_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-03-23 22:17:16.870 [main] PropertyBinder - MetadataSourceProcessor property firstName with lazy=false
[DEBUG] 2021-03-23 22:17:16.870 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.acuster.entity.User:firstName]
[DEBUG] 2021-03-23 22:17:16.871 [main] SimpleValueBinder - building SimpleValue for firstName
[DEBUG] 2021-03-23 22:17:16.871 [main] PropertyBinder - Building property firstName
[DEBUG] 2021-03-23 22:17:16.871 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=last_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-03-23 22:17:16.871 [main] PropertyBinder - MetadataSourceProcessor property lastName with lazy=false
[DEBUG] 2021-03-23 22:17:16.873 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.acuster.entity.User:lastName]
[DEBUG] 2021-03-23 22:17:16.874 [main] SimpleValueBinder - building SimpleValue for lastName
[DEBUG] 2021-03-23 22:17:16.874 [main] PropertyBinder - Building property lastName
[DEBUG] 2021-03-23 22:17:16.879 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=user_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-03-23 22:17:16.881 [main] PropertyBinder - MetadataSourceProcessor property userName with lazy=false
[DEBUG] 2021-03-23 22:17:16.884 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.acuster.entity.User:userName]
[DEBUG] 2021-03-23 22:17:16.884 [main] SimpleValueBinder - building SimpleValue for userName
[DEBUG] 2021-03-23 22:17:16.885 [main] PropertyBinder - Building property userName
[DEBUG] 2021-03-23 22:17:16.885 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=user_password, insertable=true, updatable=true, unique=false}
